year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,6,OO,SkyWest Airlines Inc.,CDC,"Cedar City, UT: Cedar City Regional",52.00,1.00,0.88,0.00,0.13,0.00,0.00,0.00,0.00,40.00,35.00,0.00,5.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",63.00,36.00,24.72,2.21,7.88,0.00,1.19,1.00,1.00,2050.00,1346.00,274.00,365.00,0.00,65.00
2025,6,OO,SkyWest Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",74.00,23.00,11.73,0.86,3.37,0.00,7.04,0.00,0.00,1512.00,685.00,25.00,223.00,0.00,579.00
2025,6,OO,SkyWest Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",55.00,22.00,16.56,2.61,2.83,0.00,0.00,0.00,0.00,1579.00,1103.00,342.00,134.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",170.00,49.00,30.78,1.00,9.67,0.00,7.55,0.00,0.00,5224.00,2663.00,1115.00,681.00,0.00,765.00
2025,6,OO,SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",91.00,16.00,9.35,2.00,1.07,0.00,3.59,0.00,3.00,1264.00,802.00,69.00,62.00,0.00,331.00
2025,6,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",174.00,74.00,48.13,5.85,12.32,0.00,7.70,4.00,0.00,5583.00,3594.00,576.00,678.00,0.00,735.00
2025,6,OO,SkyWest Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",12.00,1.00,0.44,0.00,0.56,0.00,0.00,1.00,0.00,18.00,8.00,0.00,10.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",79.00,30.00,13.18,8.88,3.98,0.00,3.95,2.00,0.00,3678.00,2415.00,928.00,223.00,0.00,112.00
2025,6,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",139.00,56.00,40.53,2.71,8.00,0.00,4.77,0.00,0.00,5437.00,4046.00,530.00,553.00,0.00,308.00
2025,6,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",64.00,27.00,16.11,1.00,2.62,0.00,7.27,0.00,1.00,3523.00,1799.00,563.00,193.00,0.00,968.00
2025,6,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",98.00,29.00,8.71,2.00,7.69,0.00,10.60,3.00,2.00,2801.00,838.00,233.00,384.00,0.00,1346.00
2025,6,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",455.00,171.00,78.30,13.77,33.81,0.00,45.13,6.00,1.00,17420.00,7013.00,1793.00,3044.00,0.00,5570.00
2025,6,OO,SkyWest Airlines Inc.,COU,"Columbia, MO: Columbia Regional",26.00,7.00,3.35,2.00,1.65,0.00,0.00,0.00,0.00,220.00,106.00,77.00,37.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",209.00,77.00,29.73,3.97,18.83,0.00,24.47,2.00,1.00,6802.00,2451.00,286.00,1660.00,0.00,2405.00
2025,6,OO,SkyWest Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",59.00,26.00,10.05,6.43,4.58,0.00,4.94,5.00,0.00,4672.00,1709.00,640.00,801.00,0.00,1522.00
2025,6,OO,SkyWest Airlines Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",109.00,27.00,14.28,0.97,6.77,0.00,4.97,0.00,0.00,4069.00,2844.00,149.00,416.00,0.00,660.00
2025,6,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",21.00,8.00,5.00,0.00,0.89,0.00,2.11,0.00,0.00,597.00,173.00,0.00,19.00,0.00,405.00
2025,6,OO,SkyWest Airlines Inc.,CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",60.00,25.00,9.09,2.71,5.92,0.00,7.29,1.00,0.00,2899.00,1081.00,255.00,385.00,0.00,1178.00
2025,6,OO,SkyWest Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",131.00,35.00,16.51,2.79,5.72,0.00,9.97,0.00,0.00,1981.00,938.00,222.00,365.00,0.00,456.00
2025,6,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,DDC,"Dodge City, KS: Dodge City Regional",52.00,14.00,5.15,0.00,3.62,0.00,5.23,0.00,1.00,1080.00,225.00,0.00,422.00,0.00,433.00
2025,6,OO,SkyWest Airlines Inc.,DEC,"Decatur, IL: Decatur Airport",52.00,11.00,4.13,0.00,3.78,0.00,3.09,0.00,0.00,556.00,126.00,0.00,341.00,0.00,89.00
2025,6,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",6495.00,2091.00,829.01,141.78,752.61,1.44,366.15,63.00,58.00,212906.00,71901.00,20632.00,72432.00,52.00,47889.00
2025,6,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2453.00,741.00,371.00,139.13,120.40,1.90,108.57,85.00,11.00,73583.00,40387.00,15649.00,9735.00,91.00,7721.00
2025,6,OO,SkyWest Airlines Inc.,DHN,"Dothan, AL: Dothan Regional",19.00,11.00,5.00,4.26,1.74,0.00,0.00,0.00,0.00,1378.00,956.00,259.00,163.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",56.00,24.00,7.45,1.00,5.96,0.00,9.59,3.00,0.00,2240.00,539.00,95.00,373.00,0.00,1233.00
2025,6,OO,SkyWest Airlines Inc.,DLH,"Duluth, MN: Duluth International",189.00,40.00,24.06,0.00,7.00,0.00,8.94,0.00,2.00,3887.00,2084.00,0.00,460.00,0.00,1343.00
2025,6,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",322.00,73.00,41.03,4.97,11.01,0.00,15.99,5.00,3.00,7135.00,3454.00,957.00,487.00,0.00,2237.00
2025,6,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",214.00,52.00,25.15,5.02,12.78,0.00,9.04,1.00,1.00,4320.00,2501.00,468.00,639.00,0.00,712.00
2025,6,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2389.00,469.00,316.56,73.69,65.90,0.30,12.55,9.00,0.00,47178.00,34275.00,6458.00,5855.00,6.00,584.00
2025,6,OO,SkyWest Airlines Inc.,DVL,"Devils Lake, ND: Devils Lake Regional",55.00,8.00,3.00,0.00,1.06,0.00,3.94,1.00,0.00,496.00,107.00,0.00,138.00,0.00,251.00
2025,6,OO,SkyWest Airlines Inc.,EAR,"Kearney, NE: Kearney Regional",52.00,14.00,7.98,0.00,3.10,0.00,2.91,0.00,1.00,1860.00,300.00,0.00,214.00,0.00,1346.00
2025,6,OO,SkyWest Airlines Inc.,EAU,"Eau Claire, WI: Chippewa Valley Regional",52.00,21.00,10.44,1.68,2.03,0.00,6.84,0.00,0.00,2131.00,687.00,297.00,114.00,0.00,1033.00
2025,6,OO,SkyWest Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",33.00,15.00,7.67,1.64,5.69,0.00,0.00,0.00,0.00,1014.00,522.00,82.00,410.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",31.00,4.00,1.00,0.00,0.13,0.00,2.87,1.00,2.00,482.00,90.00,0.00,16.00,0.00,376.00
2025,6,OO,SkyWest Airlines Inc.,EKO,"Elko, NV: Elko Regional",48.00,3.00,2.89,0.00,0.11,0.00,0.00,0.00,0.00,100.00,96.00,0.00,4.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",78.00,21.00,11.45,7.43,2.12,0.00,0.00,0.00,0.00,1416.00,971.00,384.00,61.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",191.00,42.00,21.77,0.53,6.07,0.00,13.62,0.00,1.00,2884.00,1635.00,80.00,347.00,0.00,822.00
2025,6,OO,SkyWest Airlines Inc.,ESC,"Escanaba, MI: Delta County",52.00,8.00,7.07,0.00,0.93,0.00,0.00,0.00,0.00,455.00,428.00,0.00,27.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",335.00,55.00,14.31,4.66,10.61,1.00,24.42,0.00,0.00,2495.00,711.00,197.00,480.00,53.00,1054.00
2025,6,OO,SkyWest Airlines Inc.,FAR,"Fargo, ND: Hector International",236.00,73.00,39.34,1.05,15.49,0.00,17.12,2.00,1.00,5497.00,2251.00,48.00,716.00,0.00,2482.00
2025,6,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",719.00,122.00,46.73,7.71,24.17,0.00,43.39,1.00,0.00,7537.00,3108.00,587.00,1257.00,0.00,2585.00
2025,6,OO,SkyWest Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",221.00,35.00,19.05,3.00,5.22,0.00,7.73,0.00,1.00,1937.00,978.00,341.00,205.00,0.00,413.00
2025,6,OO,SkyWest Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",123.00,44.00,25.67,1.48,3.19,0.00,13.66,1.00,0.00,5059.00,4112.00,47.00,130.00,0.00,770.00
2025,6,OO,SkyWest Airlines Inc.,FMN,"Farmington, NM: Four Corners Regional",30.00,10.00,2.00,0.00,4.00,0.00,4.00,0.00,0.00,1377.00,865.00,0.00,166.00,0.00,346.00
2025,6,OO,SkyWest Airlines Inc.,FNT,"Flint, MI: Bishop International",168.00,66.00,40.48,3.59,6.31,0.00,15.63,1.00,0.00,8369.00,4067.00,465.00,549.00,0.00,3288.00
2025,6,OO,SkyWest Airlines Inc.,FOD,"Fort Dodge, IA: Fort Dodge Regional",52.00,6.00,3.00,0.00,0.17,0.00,2.83,0.00,1.00,195.00,132.00,0.00,4.00,0.00,59.00
2025,6,OO,SkyWest Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",329.00,94.00,46.66,9.30,17.91,0.00,20.13,1.00,0.00,7502.00,3901.00,1649.00,1030.00,0.00,922.00
2025,6,OO,SkyWest Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",290.00,107.00,68.18,13.45,11.64,0.00,13.73,1.00,1.00,9609.00,5846.00,1309.00,786.00,0.00,1668.00
2025,6,OO,SkyWest Airlines Inc.,GCC,"Gillette, WY: Northeast Wyoming Regional",60.00,18.00,7.89,0.00,6.41,0.00,3.70,0.00,0.00,2345.00,701.00,0.00,347.00,0.00,1297.00
2025,6,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",591.00,96.00,46.90,1.00,21.65,1.95,24.50,0.00,1.00,5449.00,2550.00,19.00,1053.00,252.00,1575.00
2025,6,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",65.00,8.00,6.19,1.00,0.81,0.00,0.00,0.00,0.00,332.00,223.00,96.00,13.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,GGG,"Longview, TX: East Texas Regional",8.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,620.00,0.00,0.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",349.00,78.00,39.24,4.88,14.91,0.96,18.02,6.00,2.00,5846.00,2358.00,363.00,924.00,22.00,2179.00
2025,6,OO,SkyWest Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",257.00,77.00,50.09,4.00,13.46,0.00,9.45,0.00,1.00,5159.00,2884.00,203.00,1404.00,0.00,668.00
2025,6,OO,SkyWest Airlines Inc.,GRI,"Grand Island, NE: Central Nebraska Regional",60.00,15.00,9.00,4.00,0.77,0.00,1.23,2.00,0.00,1425.00,714.00,491.00,101.00,0.00,119.00
2025,6,OO,SkyWest Airlines Inc.,GRK,"Killeen, TX: Robert Gray AAF",8.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,29.00
2025,6,OO,SkyWest Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",296.00,86.00,61.16,3.36,10.76,0.00,10.72,3.00,0.00,6266.00,4859.00,150.00,569.00,0.00,688.00
2025,6,OO,SkyWest Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",44.00,16.00,4.78,1.86,6.02,0.00,3.33,0.00,0.00,1012.00,203.00,109.00,408.00,0.00,292.00
2025,6,OO,SkyWest Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",49.00,18.00,14.20,0.00,3.80,0.00,0.00,0.00,0.00,1174.00,958.00,0.00,216.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",135.00,10.00,7.00,1.90,0.16,0.00,0.94,0.00,0.00,698.00,469.00,116.00,9.00,0.00,104.00
2025,6,OO,SkyWest Airlines Inc.,GTR,"Columbus, MS: Golden Triangle Regional",30.00,8.00,2.77,0.70,2.20,0.00,2.33,0.00,1.00,524.00,290.00,28.00,86.00,0.00,120.00
2025,6,OO,SkyWest Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",89.00,24.00,8.21,0.95,8.09,0.00,6.76,0.00,0.00,2341.00,360.00,126.00,684.00,0.00,1171.00
2025,6,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",67.00,24.00,5.93,2.00,9.90,0.00,6.17,0.00,1.00,2891.00,235.00,941.00,645.00,0.00,1070.00
2025,6,OO,SkyWest Airlines Inc.,HIB,"Hibbing, MN: Range Regional",52.00,4.00,3.94,0.00,0.06,0.00,0.00,0.00,1.00,297.00,296.00,0.00,1.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,HLN,"Helena, MT: Helena Regional",150.00,36.00,15.91,0.00,9.43,0.00,10.66,2.00,0.00,3923.00,1213.00,0.00,730.00,0.00,1980.00
2025,6,OO,SkyWest Airlines Inc.,HOB,"Hobbs, NM: Lea County Regional",60.00,33.00,12.84,4.00,7.32,0.00,8.84,2.00,1.00,4336.00,1928.00,650.00,843.00,0.00,915.00
2025,6,OO,SkyWest Airlines Inc.,HOU,"Houston, TX: William P Hobby",56.00,24.00,13.14,2.09,4.24,0.00,4.52,4.00,0.00,1372.00,679.00,93.00,242.00,0.00,358.00
2025,6,OO,SkyWest Airlines Inc.,HPN,"White Plains, NY: Westchester County",35.00,4.00,2.91,0.00,1.09,0.00,0.00,0.00,0.00,342.00,290.00,0.00,52.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",11.00,1.00,0.00,0.00,0.44,0.00,0.56,0.00,0.00,45.00,0.00,0.00,20.00,0.00,25.00
2025,6,OO,SkyWest Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",167.00,63.00,29.65,4.11,10.48,0.00,18.76,1.00,1.00,5612.00,1784.00,545.00,2013.00,0.00,1270.00
2025,6,OO,SkyWest Airlines Inc.,HYS,"Hays, KS: Hays Regional",52.00,20.00,6.83,0.00,3.11,0.00,10.05,0.00,0.00,2198.00,1005.00,0.00,214.00,0.00,979.00
2025,6,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",235.00,57.00,40.65,4.65,6.77,0.00,4.93,0.00,1.00,8036.00,5664.00,175.00,794.00,0.00,1403.00
2025,6,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1362.00,450.00,204.81,36.09,111.27,1.00,96.84,55.00,16.00,50844.00,18524.00,5930.00,12987.00,17.00,13386.00
2025,6,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",417.00,139.00,61.27,15.34,24.94,0.00,37.45,6.00,5.00,13263.00,5244.00,1333.00,1632.00,0.00,5054.00
2025,6,OO,SkyWest Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",295.00,82.00,27.22,6.03,15.23,0.00,33.53,3.00,1.00,6305.00,2144.00,622.00,1133.00,0.00,2406.00
2025,6,OO,SkyWest Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",28.00,8.00,6.00,0.00,0.11,0.00,1.89,0.00,1.00,867.00,575.00,0.00,17.00,0.00,275.00
2025,6,OO,SkyWest Airlines Inc.,IMT,"Iron Mountain/Kingsfd, MI: Ford",60.00,10.00,8.63,0.58,0.79,0.00,0.00,0.00,1.00,660.00,604.00,22.00,34.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",88.00,26.00,10.58,6.93,6.97,1.00,0.52,1.00,0.00,2154.00,764.00,941.00,331.00,74.00,44.00
2025,6,OO,SkyWest Airlines Inc.,INL,"International Falls, MN: Falls International Einarson Field",53.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",216.00,30.00,15.04,3.00,4.15,0.00,7.80,2.00,1.00,1757.00,997.00,107.00,247.00,0.00,406.00
2025,6,OO,SkyWest Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",40.00,20.00,7.85,1.88,3.44,0.00,6.83,2.00,0.00,1304.00,471.00,155.00,199.00,0.00,479.00
2025,6,OO,SkyWest Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",78.00,18.00,7.42,4.22,4.41,0.00,1.95,1.00,0.00,1217.00,380.00,494.00,241.00,0.00,102.00
2025,6,OO,SkyWest Airlines Inc.,JLN,"Joplin, MO: Joplin Regional",60.00,23.00,11.52,0.92,3.86,0.00,6.69,1.00,1.00,3755.00,2235.00,46.00,956.00,0.00,518.00
2025,6,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",55.00,9.00,5.00,0.00,0.09,0.00,3.91,0.00,2.00,531.00,286.00,0.00,14.00,0.00,231.00
2025,6,OO,SkyWest Airlines Inc.,JST,"Johnstown, PA: John Murtha Johnstown-Cambria County",60.00,23.00,11.31,0.79,2.93,0.00,7.96,0.00,3.00,2865.00,1014.00,69.00,215.00,0.00,1567.00
2025,6,OO,SkyWest Airlines Inc.,LAN,"Lansing, MI: Capital Region International",84.00,23.00,18.54,2.00,2.46,0.00,0.00,0.00,0.00,1498.00,1179.00,86.00,233.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,LAR,"Laramie, WY: Laramie Regional",52.00,10.00,6.53,0.00,2.51,0.00,0.97,1.00,0.00,1317.00,1080.00,0.00,151.00,0.00,86.00
2025,6,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",500.00,116.00,48.28,12.42,37.91,0.00,17.39,2.00,0.00,9983.00,4684.00,1430.00,2668.00,0.00,1201.00
2025,6,OO,SkyWest Airlines Inc.,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",12.00,4.00,1.95,0.00,0.40,0.00,1.65,0.00,0.00,156.00,48.00,0.00,20.00,0.00,88.00
2025,6,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3322.00,450.00,276.23,35.09,51.79,4.68,82.22,13.00,6.00,40946.00,25186.00,6105.00,3334.00,347.00,5974.00
2025,6,OO,SkyWest Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",152.00,52.00,25.07,5.67,13.88,1.00,6.39,6.00,4.00,4606.00,1978.00,769.00,1125.00,58.00,676.00
2025,6,OO,SkyWest Airlines Inc.,LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",52.00,15.00,10.13,0.00,3.41,0.00,1.46,0.00,0.00,917.00,535.00,0.00,190.00,0.00,192.00
2025,6,OO,SkyWest Airlines Inc.,LBL,"Liberal, KS: Liberal Mid-America Regional",52.00,13.00,6.96,1.00,0.58,0.00,4.46,1.00,0.00,846.00,335.00,27.00,33.00,0.00,451.00
2025,6,OO,SkyWest Airlines Inc.,LCH,"Lake Charles, LA: Lake Charles Regional",90.00,26.00,16.46,2.78,3.43,0.00,3.33,2.00,0.00,1894.00,849.00,564.00,240.00,0.00,241.00
2025,6,OO,SkyWest Airlines Inc.,LEX,"Lexington, KY: Blue Grass",205.00,85.00,47.55,9.80,12.78,0.00,14.88,1.00,1.00,8256.00,4343.00,1978.00,940.00,0.00,995.00
2025,6,OO,SkyWest Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",118.00,37.00,17.45,4.35,7.97,0.87,6.35,4.00,0.00,2264.00,1000.00,166.00,484.00,146.00,468.00
2025,6,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",121.00,39.00,15.21,9.44,14.35,0.00,0.00,5.00,2.00,3188.00,1073.00,1011.00,1104.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",60.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",181.00,69.00,32.97,5.09,17.71,1.89,11.33,2.00,1.00,4752.00,2112.00,403.00,1486.00,40.00,711.00
2025,6,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",270.00,94.00,36.19,2.92,27.59,0.00,27.30,2.00,1.00,10790.00,5135.00,219.00,2263.00,0.00,3173.00
2025,6,OO,SkyWest Airlines Inc.,LRD,"Laredo, TX: Laredo International",26.00,7.00,3.83,0.64,1.29,0.00,1.24,1.00,0.00,231.00,129.00,27.00,35.00,0.00,40.00
2025,6,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",60.00,5.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,177.00,157.00,20.00,0.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",338.00,131.00,61.33,11.47,29.62,0.00,28.58,3.00,3.00,12319.00,4848.00,1075.00,2961.00,0.00,3435.00
2025,6,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",204.00,48.00,34.26,1.98,4.95,0.00,6.82,1.00,0.00,3501.00,2243.00,196.00,541.00,0.00,521.00
2025,6,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",151.00,26.00,13.56,3.95,4.29,0.00,4.20,0.00,2.00,1996.00,799.00,826.00,161.00,0.00,210.00
2025,6,OO,SkyWest Airlines Inc.,MCW,"Mason City, IA: Mason City Municipal",52.00,14.00,4.87,0.04,3.57,0.00,5.53,0.00,1.00,995.00,356.00,4.00,237.00,0.00,398.00
2025,6,OO,SkyWest Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",47.00,13.00,7.83,1.00,2.19,0.00,1.99,1.00,0.00,646.00,299.00,39.00,94.00,0.00,214.00
2025,6,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",152.00,30.00,25.00,2.76,2.24,0.00,0.00,0.00,0.00,1474.00,1186.00,193.00,95.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,MEI,"Meridian, MS: Key Field",52.00,18.00,9.48,3.65,1.87,0.00,3.00,4.00,1.00,3452.00,2057.00,835.00,160.00,0.00,400.00
2025,6,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",313.00,87.00,44.60,9.31,17.39,0.00,15.70,0.00,1.00,5634.00,2599.00,426.00,1214.00,0.00,1395.00
2025,6,OO,SkyWest Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",89.00,23.00,13.25,4.87,4.88,0.00,0.00,0.00,0.00,1567.00,1095.00,233.00,239.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",233.00,24.00,14.30,1.00,2.39,1.00,5.31,0.00,0.00,852.00,544.00,21.00,63.00,49.00,175.00
2025,6,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",107.00,44.00,27.05,9.83,6.20,0.00,0.92,2.00,0.00,4756.00,3329.00,928.00,464.00,0.00,35.00
2025,6,OO,SkyWest Airlines Inc.,MGW,"Morgantown, WV: Morgantown Municipal Walter L Bill Hart Field",60.00,17.00,5.31,1.41,1.29,0.00,9.00,0.00,2.00,2226.00,715.00,121.00,116.00,0.00,1274.00
2025,6,OO,SkyWest Airlines Inc.,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",131.00,48.00,27.59,7.12,8.53,0.00,4.76,3.00,1.00,4749.00,2813.00,1232.00,452.00,0.00,252.00
2025,6,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",510.00,187.00,106.37,12.30,34.23,0.00,34.10,3.00,0.00,15022.00,9192.00,1154.00,2556.00,0.00,2120.00
2025,6,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad Cities International",112.00,35.00,16.75,2.00,9.27,0.00,6.98,0.00,1.00,2104.00,984.00,230.00,543.00,0.00,347.00
2025,6,OO,SkyWest Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",242.00,61.00,26.36,5.99,13.32,0.00,15.32,1.00,0.00,6273.00,3065.00,1223.00,771.00,0.00,1214.00
2025,6,OO,SkyWest Airlines Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",60.00,6.00,5.65,0.00,0.35,0.00,0.00,0.00,0.00,462.00,429.00,0.00,33.00,0.00,0.00
2025,6,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",333.00,83.00,36.37,4.00,12.37,0.00,30.27,4.00,3.00,7997.00,3657.00,277.00,815.00,0.00,3248.00
2025,6,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",256.00,67.00,39.55,6.79,5.09,0.00,15.57,2.00,0.00,4350.00,2539.00,500.00,351.00,0.00,960.00
2025,6,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula Montana",155.00,18.00,12.40,1.86,0.94,0.00,2.80,0.00,1.00,794.00,393.00,143.00,60.00,0.00,198.00
2025,6,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2200.00,321.00,217.05,58.75,41.31,1.00,2.89,4.00,1.00,30637.00,22644.00,5297.00,2321.00,18.00,357.00
