year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2026,3,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",93.00,27.00,10.21,1.00,7.46,0.00,8.33,3.00,0.00,1775.00,811.00,79.00,238.00,0.00,647.00
2026,3,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",92.00,28.00,11.85,0.91,5.50,0.00,9.74,2.00,0.00,1775.00,979.00,87.00,196.00,0.00,513.00
2026,3,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",92.00,19.00,8.59,0.00,2.60,0.00,7.81,3.00,1.00,2035.00,913.00,0.00,269.00,0.00,853.00
2026,3,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",225.00,70.00,29.09,2.52,12.17,0.00,26.22,5.00,0.00,5331.00,2591.00,271.00,648.00,0.00,1821.00
2026,3,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",60.00,14.00,2.32,0.00,3.74,0.00,7.94,6.00,0.00,861.00,220.00,0.00,105.00,0.00,536.00
2026,3,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3383.00,778.00,166.24,27.93,143.60,0.00,440.24,77.00,9.00,80769.00,22970.00,5113.00,10483.00,0.00,42203.00
2026,3,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,121.00,121.00,0.00,0.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",92.00,10.00,5.94,0.74,0.81,0.00,2.50,0.00,0.00,889.00,653.00,55.00,51.00,0.00,130.00
2026,3,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",92.00,27.00,9.03,1.42,4.09,0.00,12.46,3.00,0.00,1626.00,607.00,75.00,158.00,0.00,786.00
2026,3,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",92.00,25.00,9.66,0.00,1.38,0.00,13.96,8.00,0.00,1534.00,503.00,0.00,31.00,0.00,1000.00
2026,3,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",98.00,27.00,7.94,0.00,4.66,0.00,14.40,14.00,0.00,2276.00,1004.00,0.00,143.00,0.00,1129.00
2026,3,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",96.00,17.00,4.65,0.97,4.50,0.00,6.88,3.00,0.00,1049.00,300.00,85.00,252.00,0.00,412.00
2026,3,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",86.00,28.00,14.40,1.67,5.78,0.00,6.16,2.00,2.00,1760.00,1051.00,86.00,284.00,0.00,339.00
2026,3,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",164.00,42.00,16.94,3.75,11.22,0.00,10.10,4.00,1.00,4256.00,1285.00,1121.00,690.00,0.00,1160.00
2026,3,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",93.00,24.00,13.97,0.93,0.32,0.00,8.79,2.00,1.00,2096.00,1135.00,141.00,27.00,0.00,793.00
2026,3,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",66.00,17.00,7.21,1.00,1.74,0.00,7.06,2.00,1.00,1092.00,642.00,45.00,93.00,0.00,312.00
2026,3,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Patrick Leahy Burlington International",120.00,35.00,4.51,0.00,10.93,0.00,19.56,15.00,0.00,2413.00,222.00,0.00,497.00,0.00,1694.00
2026,3,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",173.00,34.00,7.95,0.50,7.56,0.00,18.00,10.00,0.00,2870.00,735.00,65.00,439.00,0.00,1631.00
2026,3,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",145.00,31.00,8.18,1.08,4.27,0.00,17.46,12.00,0.00,2214.00,320.00,82.00,279.00,0.00,1533.00
2026,3,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",275.00,89.00,29.39,2.69,10.15,0.00,46.77,11.00,0.00,7808.00,2378.00,310.00,750.00,0.00,4370.00
2026,3,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",177.00,58.00,17.57,1.72,11.47,0.32,26.92,5.00,1.00,4805.00,1148.00,728.00,585.00,21.00,2323.00
2026,3,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",168.00,46.00,13.46,0.00,11.31,0.00,21.23,12.00,0.00,3907.00,868.00,0.00,979.00,0.00,2060.00
2026,3,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",401.00,114.00,31.85,1.00,25.93,0.00,55.22,23.00,4.00,8543.00,2351.00,44.00,1298.00,0.00,4850.00
2026,3,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",223.00,55.00,18.12,0.00,7.65,0.00,29.23,16.00,3.00,4558.00,1078.00,0.00,1061.00,0.00,2419.00
2026,3,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",82.00,26.00,8.69,0.98,7.81,0.00,8.52,3.00,0.00,1698.00,674.00,49.00,291.00,0.00,684.00
2026,3,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",113.00,31.00,11.26,0.02,5.02,0.00,14.70,4.00,1.00,2205.00,654.00,3.00,230.00,0.00,1318.00
2026,3,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",89.00,20.00,8.54,1.21,1.39,0.00,8.87,3.00,0.00,2181.00,822.00,89.00,71.00,0.00,1199.00
2026,3,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",735.00,187.00,43.76,1.98,43.91,0.00,97.35,31.00,0.00,15395.00,4610.00,38.00,2115.00,0.00,8632.00
2026,3,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,15.00,3.56,0.00,6.99,0.00,4.46,5.00,0.00,1247.00,199.00,0.00,330.00,0.00,718.00
2026,3,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",245.00,101.00,16.95,1.55,57.76,0.00,24.74,8.00,1.00,6685.00,1608.00,131.00,2623.00,0.00,2323.00
2026,3,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",89.00,24.00,9.45,1.06,1.56,0.00,11.93,0.00,0.00,2612.00,783.00,104.00,109.00,0.00,1616.00
2026,3,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",25.00,9.00,4.22,0.00,0.20,0.00,4.58,1.00,0.00,305.00,145.00,0.00,7.00,0.00,153.00
2026,3,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",207.00,49.00,16.64,1.80,13.76,1.00,15.80,10.00,0.00,3936.00,2060.00,193.00,639.00,15.00,1029.00
2026,3,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1490.00,375.00,76.82,9.92,80.97,0.00,207.29,19.00,4.00,37972.00,11132.00,957.00,4749.00,0.00,21134.00
2026,3,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",31.00,6.00,1.96,0.00,3.00,0.00,1.04,4.00,0.00,329.00,115.00,0.00,71.00,0.00,143.00
2026,3,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",92.00,22.00,13.55,0.24,1.82,0.00,6.38,3.00,0.00,2094.00,1482.00,30.00,108.00,0.00,474.00
2026,3,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",175.00,46.00,14.11,1.00,11.66,0.00,19.23,7.00,0.00,3465.00,1345.00,20.00,552.00,0.00,1548.00
2026,3,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",37.00,15.00,5.34,1.00,0.58,0.00,8.08,1.00,0.00,1903.00,1018.00,69.00,74.00,0.00,742.00
2026,3,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",118.00,40.00,18.60,2.95,6.33,0.00,12.12,2.00,0.00,3390.00,1180.00,439.00,357.00,0.00,1414.00
2026,3,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",98.00,28.00,9.90,0.29,8.87,0.00,8.93,0.00,0.00,1778.00,648.00,49.00,440.00,0.00,641.00
2026,3,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",32.00,5.00,2.63,1.40,0.80,0.00,0.17,2.00,0.00,355.00,241.00,65.00,27.00,0.00,22.00
2026,3,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",22.00,8.00,4.36,0.54,1.38,0.00,1.72,0.00,0.00,515.00,339.00,43.00,74.00,0.00,59.00
2026,3,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",112.00,24.00,9.75,0.00,3.69,0.00,10.56,15.00,0.00,1683.00,517.00,0.00,141.00,0.00,1025.00
2026,3,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",137.00,44.00,11.01,0.00,8.71,0.00,24.28,15.00,0.00,3764.00,953.00,0.00,488.00,0.00,2323.00
2026,3,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",62.00,16.00,4.82,0.69,1.90,0.00,8.60,0.00,0.00,1437.00,372.00,120.00,146.00,0.00,799.00
2026,3,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",168.00,41.00,17.45,2.70,8.34,0.00,12.52,8.00,4.00,3975.00,2079.00,115.00,350.00,0.00,1431.00
2026,3,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",114.00,34.00,9.04,3.35,3.44,0.00,18.17,5.00,0.00,3761.00,565.00,910.00,169.00,0.00,2117.00
2026,3,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",45.00,15.00,6.22,1.00,2.39,0.00,5.39,2.00,1.00,691.00,241.00,34.00,136.00,0.00,280.00
2026,3,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",6.00,1.00,0.05,0.00,0.95,0.00,0.00,0.00,0.00,92.00,5.00,0.00,87.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",109.00,25.00,9.54,0.66,3.04,0.00,11.76,12.00,1.00,1770.00,611.00,21.00,150.00,0.00,988.00
2026,3,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",297.00,63.00,12.76,3.26,16.26,0.00,30.72,7.00,0.00,6385.00,1185.00,1471.00,959.00,0.00,2770.00
2026,3,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,18.00,2.78,1.63,2.56,0.00,11.03,2.00,0.00,3215.00,1061.00,1191.00,120.00,0.00,843.00
2026,3,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",112.00,28.00,14.48,0.40,3.32,0.00,9.80,3.00,1.00,2442.00,1071.00,89.00,193.00,0.00,1089.00
2026,3,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",168.00,44.00,9.60,2.00,7.87,0.00,24.53,8.00,0.00,3785.00,733.00,66.00,514.00,0.00,2472.00
2026,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2062.00,462.00,109.46,9.75,137.30,0.00,205.49,81.00,16.00,43332.00,12657.00,764.00,9210.00,0.00,20701.00
2026,3,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",112.00,41.00,15.64,0.55,5.77,0.00,19.04,4.00,0.00,3370.00,1472.00,51.00,284.00,0.00,1563.00
2026,3,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",120.00,33.00,15.43,2.33,3.10,0.00,12.14,4.00,0.00,2471.00,1070.00,228.00,217.00,0.00,956.00
2026,3,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2583.00,768.00,139.07,20.92,383.14,0.00,224.87,322.00,9.00,74780.00,19521.00,1424.00,32572.00,0.00,21263.00
2026,3,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",27.00,11.00,2.09,0.00,2.43,0.00,6.48,4.00,0.00,713.00,263.00,0.00,100.00,0.00,350.00
2026,3,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",73.00,30.00,12.29,0.95,2.90,0.00,13.86,2.00,0.00,2542.00,842.00,352.00,251.00,0.00,1097.00
2026,3,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",86.00,16.00,6.81,0.00,4.83,0.00,4.36,2.00,0.00,1626.00,692.00,0.00,368.00,0.00,566.00
2026,3,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",59.00,17.00,6.47,0.00,4.08,0.00,6.46,1.00,0.00,1251.00,463.00,0.00,187.00,0.00,601.00
2026,3,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",92.00,33.00,12.11,1.00,10.25,0.00,9.65,2.00,0.00,3158.00,2182.00,57.00,423.00,0.00,496.00
2026,3,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",64.00,19.00,3.93,0.00,6.89,0.00,8.18,8.00,0.00,1239.00,246.00,0.00,314.00,0.00,679.00
2026,3,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",151.00,40.00,19.43,2.45,4.40,0.42,13.29,2.00,0.00,4474.00,1881.00,671.00,245.00,11.00,1666.00
2026,3,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",69.00,11.00,2.25,0.00,2.65,0.00,6.10,4.00,0.00,857.00,336.00,0.00,130.00,0.00,391.00
2026,3,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62.00,20.00,7.29,1.00,6.23,0.00,5.49,3.00,0.00,1252.00,400.00,70.00,210.00,0.00,572.00
2026,3,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",89.00,29.00,13.35,0.00,3.89,0.00,11.76,3.00,1.00,2365.00,922.00,0.00,276.00,0.00,1167.00
2026,3,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",54.00,12.00,5.05,0.00,1.37,0.00,5.58,1.00,0.00,867.00,280.00,0.00,92.00,0.00,495.00
2026,3,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",126.00,40.00,17.42,0.89,6.83,0.00,14.86,2.00,0.00,2584.00,1373.00,83.00,284.00,0.00,844.00
2026,3,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1201.00,257.00,64.29,5.22,55.65,0.00,131.85,57.00,2.00,21455.00,6493.00,491.00,2234.00,0.00,12237.00
2026,3,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",31.00,6.00,3.24,0.00,2.25,0.00,0.51,2.00,0.00,244.00,106.00,0.00,101.00,0.00,37.00
2026,3,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Okc Will Rogers International",55.00,16.00,8.24,0.00,0.85,0.00,6.91,3.00,0.00,1489.00,698.00,0.00,30.00,0.00,761.00
2026,3,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",79.00,19.00,6.03,0.24,2.35,0.00,10.38,15.00,0.00,1700.00,448.00,4.00,152.00,0.00,1096.00
2026,3,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",115.00,38.00,7.30,1.45,20.32,0.00,8.93,9.00,1.00,4313.00,1077.00,66.00,963.00,0.00,2207.00
2026,3,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",227.00,59.00,11.98,1.00,14.33,0.00,31.70,19.00,0.00,5306.00,1030.00,19.00,891.00,0.00,3366.00
2026,3,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",27.00,7.00,1.72,0.00,1.52,0.00,3.77,4.00,0.00,411.00,83.00,0.00,40.00,0.00,288.00
2026,3,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",21.00,10.00,1.20,0.92,5.58,0.00,2.31,0.00,0.00,654.00,82.00,66.00,243.00,0.00,263.00
2026,3,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",229.00,55.00,15.45,2.35,23.37,0.00,13.83,11.00,0.00,3784.00,1600.00,139.00,899.00,0.00,1146.00
2026,3,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",31.00,3.00,1.92,0.00,0.14,0.00,0.94,4.00,0.00,219.00,173.00,0.00,22.00,0.00,24.00
2026,3,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",62.00,15.00,3.45,0.00,1.83,0.00,9.72,3.00,0.00,910.00,169.00,0.00,162.00,0.00,579.00
2026,3,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",52.00,18.00,5.54,0.00,2.82,0.00,9.64,3.00,0.00,1130.00,259.00,0.00,153.00,0.00,718.00
2026,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",676.00,191.00,35.68,2.06,41.71,0.00,111.55,29.00,0.00,16452.00,3477.00,716.00,1960.00,0.00,10299.00
2026,3,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",200.00,48.00,7.87,0.69,16.83,0.00,22.61,14.00,1.00,4048.00,550.00,165.00,919.00,0.00,2414.00
2026,3,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",99.00,29.00,7.32,1.00,6.59,0.00,14.08,5.00,0.00,1932.00,504.00,33.00,236.00,0.00,1159.00
2026,3,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",233.00,70.00,21.08,0.00,15.16,0.00,33.75,14.00,0.00,6487.00,2075.00,0.00,681.00,0.00,3731.00
2026,3,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",62.00,13.00,4.96,0.93,1.37,0.00,5.74,4.00,0.00,1375.00,302.00,558.00,100.00,0.00,415.00
2026,3,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",108.00,14.00,3.21,0.00,7.13,0.00,3.66,6.00,1.00,796.00,296.00,0.00,259.00,0.00,241.00
2026,3,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",11.00,3.00,1.74,0.00,0.00,0.00,1.26,0.00,0.00,936.00,679.00,0.00,0.00,0.00,257.00
2026,3,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",86.00,30.00,11.03,0.83,11.05,0.00,7.09,1.00,0.00,2300.00,506.00,643.00,629.00,0.00,522.00
2026,3,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",67.00,17.00,3.49,0.00,6.43,0.00,7.08,6.00,0.00,1326.00,537.00,0.00,280.00,0.00,509.00
2026,3,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",203.00,54.00,12.61,0.00,12.75,0.00,28.63,11.00,0.00,3627.00,1135.00,0.00,546.00,0.00,1946.00
2026,3,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",7.00,4.00,2.57,0.00,0.05,0.00,1.38,0.00,0.00,160.00,86.00,0.00,1.00,0.00,73.00
2026,3,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",144.00,33.00,16.17,0.00,5.40,0.00,11.43,6.00,0.00,1921.00,875.00,0.00,196.00,0.00,850.00
2026,3,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",28.00,12.00,3.10,0.00,3.17,0.00,5.73,1.00,0.00,1084.00,211.00,0.00,202.00,0.00,671.00
2026,3,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",318.00,96.00,35.19,3.31,17.02,0.00,40.48,16.00,0.00,6969.00,2089.00,309.00,1119.00,0.00,3452.00
2026,3,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",89.00,20.00,7.73,0.00,2.83,0.00,9.45,3.00,0.00,1619.00,681.00,0.00,170.00,0.00,768.00
2026,3,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026,3,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",220.00,66.00,25.85,0.43,20.33,0.00,19.38,6.00,0.00,4404.00,2007.00,113.00,800.00,0.00,1484.00
2026,3,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",199.00,60.00,20.04,2.12,2.62,0.00,35.22,1.00,0.00,4145.00,1313.00,140.00,129.00,0.00,2563.00
2026,3,AA,American Airlines Network,ALB,"Albany, NY: Albany International",94.00,20.00,7.41,1.95,0.97,1.00,8.66,2.00,1.00,2040.00,812.00,242.00,53.00,79.00,854.00
2026,3,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",24.00,8.00,2.49,0.00,3.26,0.00,2.25,0.00,0.00,578.00,153.00,0.00,138.00,0.00,287.00
2026,3,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",499.00,128.00,51.54,3.27,22.20,0.00,51.00,8.00,1.00,9875.00,3743.00,466.00,1277.00,0.00,4389.00
2026,3,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1049.00,309.00,92.55,7.96,57.12,0.69,150.68,18.00,2.00,25000.00,5984.00,1128.00,2820.00,28.00,15040.00
2026,3,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",86.00,29.00,11.97,1.68,3.94,0.00,11.41,0.00,0.00,2894.00,1620.00,81.00,144.00,0.00,1049.00
2026,3,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",357.00,137.00,46.25,1.60,14.02,0.00,75.13,9.00,1.00,11234.00,3691.00,271.00,860.00,0.00,6412.00
2026,3,AA,American Airlines Network,BGR,"Bangor, ME: Bangor International",1.00,1.00,0.03,0.00,0.00,0.00,0.97,0.00,0.00,86.00,3.00,0.00,0.00,0.00,83.00
2026,3,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",721.00,247.00,85.95,7.67,39.52,0.00,113.86,9.00,0.00,21183.00,8548.00,1324.00,2190.00,0.00,9121.00
2026,3,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",62.00,18.00,5.10,0.00,3.46,0.00,9.44,1.00,0.00,1099.00,199.00,0.00,284.00,0.00,616.00
2026,3,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1340.00,398.00,104.97,8.88,97.94,0.00,186.21,30.00,0.00,28818.00,6323.00,1477.00,5235.00,0.00,15783.00
2026,3,AA,American Airlines Network,BTV,"Burlington, VT: Patrick Leahy Burlington International",23.00,9.00,2.50,0.00,3.13,0.00,3.37,0.00,0.00,543.00,264.00,0.00,112.00,0.00,167.00
2026,3,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",132.00,35.00,14.69,1.18,6.63,0.37,12.13,4.00,0.00,2990.00,1302.00,87.00,211.00,30.00,1360.00
2026,3,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",62.00,15.00,7.31,0.05,0.61,0.00,7.03,0.00,0.00,1127.00,577.00,10.00,66.00,0.00,474.00
2026,3,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",291.00,96.00,38.25,0.94,15.40,0.00,41.42,7.00,3.00,5633.00,1784.00,153.00,825.00,0.00,2871.00
2026,3,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",114.00,56.00,13.51,1.60,23.32,0.00,17.56,2.00,0.00,4489.00,936.00,463.00,1235.00,0.00,1855.00
2026,3,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",434.00,123.00,37.86,2.81,20.10,0.90,61.33,6.00,0.00,9099.00,2301.00,221.00,973.00,42.00,5562.00
2026,3,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",171.00,72.00,25.75,1.00,10.16,0.00,35.09,6.00,1.00,5133.00,1828.00,71.00,571.00,0.00,2663.00
2026,3,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",369.00,125.00,41.74,3.87,23.67,0.00,55.73,7.00,2.00,7834.00,2317.00,540.00,864.00,0.00,4113.00
2026,3,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9722.00,1706.00,521.93,62.35,290.45,9.87,821.40,168.00,23.00,177267.00,74363.00,6719.00,13514.00,629.00,82042.00
2026,3,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",347.00,96.00,30.51,2.69,13.99,0.15,48.66,5.00,3.00,6813.00,1779.00,293.00,887.00,29.00,3825.00
2026,3,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",94.00,22.00,11.37,1.14,1.22,0.00,8.28,0.00,1.00,1398.00,636.00,88.00,83.00,0.00,591.00
2026,3,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",243.00,69.00,19.19,1.27,9.37,0.19,38.98,2.00,0.00,4722.00,1035.00,147.00,587.00,9.00,2944.00
2026,3,AA,American Airlines Network,DAB,"Daytona Beach, FL: Daytona Beach International",56.00,9.00,2.72,1.18,0.97,0.89,3.24,1.00,0.00,258.00,82.00,26.00,25.00,16.00,109.00
2026,3,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2360.00,703.00,170.27,21.65,216.64,0.97,293.47,56.00,23.00,57051.00,16034.00,2593.00,11566.00,45.00,26813.00
2026,3,AA,American Airlines Network,DEN,"Denver, CO: Denver International",746.00,191.00,65.67,2.97,29.96,1.04,91.37,12.00,0.00,13593.00,4332.00,235.00,1544.00,37.00,7445.00
